"BIBLIOGRAFIA";"AUTOR";"TITULO";"FECHA";"CRITERIO";"BLOQUE";"MEDIO";"SOPORTE";"TEMA";"PAIS";"ZONA";"TIPOLOGIA";"NOTAS";"CONCORDANCIA";"Valida"
"«Marinos se impuso 99-86. Barrido el ""Expreso""». El Carabobeño. Valencia: el-carabobeno.com, 2005-07-04.";;"El Carabobeño";2005;"Primera edición";"No ficción";"Escrito";"Prensa";"Actualidad, ocio y vida cotidiana";"Venezuela";"Caribe continental";;;"Marinos de Anzoátegui demostró que es toda una aplanadora jugando en el ""Luis Ramos"" de Puerto La Cruz, al completar la barrida en el inicio de la serie semifinal contra Trotamundos de Carabobo, al vencer con pizarra de 99 puntos por 86. Jermaine Walker una vez más fue el más destacado por el ""Acorazado Oriental"" al anotar 32 puntos. Marinos supera 2 juegos por 0 al ""Expreso Azul"", equipo que tuvo en el debutante J.J. Miller a su mejor hombre con 22 unidades. En la otra serie, Panteras de Miranda empató a un juego por lado a";"no"
"«El libro del Picaflor». LR21. Montevideo: larepublica.com.uy, 2005-08-23.";;"LR21";2005;"Primera edición";"No ficción";"Escrito";"Prensa";"Actualidad, ocio y vida cotidiana";"Uruguay";"Río de la Plata";;;"- Troquílido, no meta el dedo en el ventilador... Cuando usted más aclara, más oscurece.";"no"
"«Merkel puede ser la primera mujer canciller». La Hora. Guatemala: lahora.com.gt, 2005-09-16.";;"La Hora";2005;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"Guatemala";"México y Centroamérica";;;"Los comicios se realizan en un momento crucial para Alemania, con casi 83 millones de habitantes, el país más poblado y económicamente más fuerte de la Unión Europea (UE).";"no"
"Escobar, Roxana: «Salud y medio ambiente cobrarán caro por la quema». Eldeber.com.bo. Santa Cruz de la Sierra: eldeber.com.bo, 2005-09-25.";"Escobar, Roxana";"Eldeber.com.bo";2005;"Primera edición";"No ficción";"Escrito";"Prensa";"Salud";"Bolivia";"Andina";;;"chaqueo hace que los cornetes de la nariz crezcan y no dejen pasar el aire de forma normal, por lo que las personas se ven obligadas a respirar por la boca. A esto se suma el aumento de irritaciones conjuntivas. La pediatra Juanita Vargas es más drástica en su pronóstico y alerta que el resultado en cinco años más será más niños asmáticos, con bronquitis y cáncer de pulmón. Al parecer esto será inevitable, pues el jefe de unidad forestal dependiente de la Dirección de Medio Ambiente, Javier Collao, asegura que el departamento no se librará del humo, porque la quema es legal y permitida en el país, a través de autorizaciones de";"no"
"«""El Papa nos dio señales de santidad, devoción y entrega al Señor""». La Nación. Asunción: lanacion.com.py, 2005-04-04.";;"La Nación";2005;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"Paraguay";"Río de la Plata";;;"El prelado dijo que la muerte de Juan Pablo II ""fue, quizás, el viaje más preparado por él, más largamente preparado porque tenemos que reconocer que ha sufrido mucho, ha pasado momentos muy difíciles en su vida y especialmente en estos últimos tiempos"".";"no"
"Urrutia, Alonso: «Medios electrónicos trivializan la política y reducen ofertas electorales a 30 segundos». La Jornada. México D. F.: jornada.unam.mx, 2005-05-10.";"Urrutia, Alonso";"La Jornada";2005;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"México";"México y Centroamérica";;;"Javier Aparicio, del Centro de Investigación y Docencia Económica (CIDE), señala que el gasto electoral en publicidad tiene un comportamiento muy volátil en función de diversas variables. No necesariamente quien gasta más obtiene más cantidad de votos.";"no"
"Rial Ungaro, Santiago: «""En el rock no está dicha la última palabra""». Página/12. Rosario: pagina12.com.ar, 2005-03-19.";"Rial Ungaro, Santiago";"Página/12";2005;"Primera edición";"No ficción";"Escrito";"Prensa";"Artes, cultura y espectáculos";"Argentina";"Río de la Plata";;;"que llegue el Zorro, y pronto lo hará enfundado en una remera con la imagen de Houses of the Holy de Zeppelin) están sentados en un sillón en la sala de estar del estudio El Pie, en Villa Urquiza. Juanse habla solo, sin necesidad de muchas preguntas, quizá porque la idea es hablar de lo que más sabe y lo que más le gusta: la música de los Ratones Paranoicos. El Rock & Roll. Cuando brama en Girando aquello de ""escuchemos el rock & roll/me gusta mucho como es!"" suena con la misma convicción que un predicador. Y si es considerado desde hace muchos años como una estrella de rock";"no"
"Soriani, Hugo: «Adriana». Página/12. Rosario: pagina12.com.ar, 2005-03-19.";"Soriani, Hugo";"Página/12";2005;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"Argentina";"Río de la Plata";;;"El incansable trabajo de los antropólogos permitió una vez más que sus familiares y amigos puedan, podamos, darle a Adriana un lugar donde dejar una flor cada vez que sientan la necesidad de hacerlo. Permitió una vez más ejercer el derecho quizás más antiguo del género humano: enterrar a sus muertos.";"no"
"Fabelo Corzo, José Ramón: «La vida humana ante los desafíos del capital (I): El legado de Marx». Revista cubana de filosofía. La Habana: revista.filosofia.cu/defau, 2005-05.";"Fabelo Corzo, José Ramón";"Revista cubana de filosofía";2005;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"Cuba";"Antillas";;;"El surgimiento del capitalismo representó un paso importante en este movimiento. No era ni con mucho la primera sociedad con relaciones de expropiación, alienación o enajenación, en la historia de Occidente. Pero sí constituía un sistema socio-económico en el que estas relaciones aparecían más veladas, más ocultas y, al mismo tiempo, con una potencialidad de autodestrucción desconocida hasta entonces.";"no"
"Mora Meléndez, Fernando: «Pasaporte en blanco». El Malpensante.com. Bogotá: elmalpensante.com, 2005-04.";"Mora Meléndez, Fernando";"El Malpensante.com";2005;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"Colombia";"Caribe continental";;"Periodicidad: bimestral. La preriodicidad ha variado con los años";"vida debe ser reconfortante porque significa aprender de la quietud. Ahorra más de una vuelta el saber que en todas partes se cuecen habas y que vayas donde vayas el mundo sigue andando. Entonces ¿para qué tanto afán por viajar? ¿Ser más interesantes?, tal vez. Pero si alguien ya no lo es, más vale que no busque más Itacas, como dice el poeta, porque entonces viajar puede convertirse en un pasatiempo de mediocres. Iremos chuleando museos con la misma necedad con que un colegial colecciona caramelos, para ufanarnos de ser cosmopolitas.";"no"
"«Antes de empezar». El País.com. Madrid: elpais.com, 2005-11-02.";;"El País.com";2005;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"España";;;;"dos extremos. Paradójicamente, no sería de extrañar que, si es votada el próximo día 22 como la primera mujer canciller federal de Alemania, la democristiana Angela Merkel saliera reforzada de esta prueba. Pero de momento, el empresariado y la ciudadanía germanas, como el resto de la Unión Europea, ven con preocupación cómo su socio más poblado y más rico no logra salir de su marasmo y dotarse de un Gobierno efectivo.";"no"
"Sevilla, Jordi: «La política territorial del Gobierno». El País.com. Madrid: elpais.com, 2005-12-16.";"Sevilla, Jordi";"El País.com";2005;"Primera edición";"No ficción";"Escrito";"Prensa";"Política, economía y justicia";"España";;;;"España es de los países europeos que más crece y más empleo crea. Reparte esa mayor riqueza de manera solidaria mejorando los niveles de bienestar de sus ciudadanos. Amplía sus derechos y libertades a la vez que legaliza e integra a una inmigración necesaria. Y es visitada al año por unos 40 millones de turistas que saben que aquí están los Pirineos y no los Balcanes.";"no"
"Salomone, Mónica: «Cazadores de planetas». El País.com. Madrid: elpais.com, 2005-03-06.";"Salomone, Mónica";"El País.com";2005;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias y tecnología";"España";;;;"enorme; hay que tener la mente abierta"". Marcy coincide: ""Sospechamos que los planetas se forman de muchas maneras, ni siquiera sabemos cuántas clases de objetos de masa planetaria hay. La palabra planeta no basta para incluir todos los mecanismos posibles de formación. Los astrónomos la seguiremos usando por ahora, pero a medida que sepamos más habrá también más variedad de términos"".";"no"
"Rodrigálvarez, E.: «Llorente se da un gustazo». El País.com. Madrid: elpais.com, 2005-01-20.";"Rodrigálvarez, E.";"El País.com";2005;"Primera edición";"No ficción";"Escrito";"Prensa";"Actualidad, ocio y vida cotidiana";"España";;;;"San Mamés se llevó eso en la retina: un hat trick memorable del muchacho en quien más confía y del que más desea. Claro que ayer enfrente estaba un rival que aguantó el chaparrón (meteorológico y deportivo) hasta el primer gol y al que sólo se le permitió soñar un instante cuando Lafuente repelió el disparo de Alejandro con 2-0 en el marcador. Luego llovieron goles, en la noche más";"no"
"Casado Esperanza, Francisco Javier: «Indisciplina, violencia y procesos educativos». Comunidad Escolar. Madrid: comunidad-escolar.pntic.mec.es, 2005-09-08.";"Casado Esperanza, Francisco Javier";"Comunidad Escolar";2005;"Primera edición";"No ficción";"Escrito";"Prensa";"Ciencias sociales, creencias y pensamiento";"España";;;;"en cuanto al proceso de enseñanza-aprendizaje no cabe duda de que sufre con esta situación. Son los mismos alumnos los que manifiestan que ""es imposible dar clase"" y ante la falta de calidad de la interacción profesor-alumnado la eficacia del sistema decrece y decrece. ¿para todos por igual? No, una vez más perjudica más a quién menos sabe y/o a quién menos ayuda familiar o externa en general puede recibir por sus condiciones socioculturales y económicas. Y nos damos de bruces con otro factor que favorece el fracaso y el abandono escolares.";"no"
"Boix Palop, Andrés: «¿Universidad o centros de capacitación profesional?». No se trata de hacer leer. www.lapaginadefinitiva.com/aboix: lapaginadefinitiva.com/aboix, 2006-10-18.";"Boix Palop, Andrés";"No se trata de hacer leer";2006;"Primera edición";"No ficción";"Escrito";" ";"Ciencias sociales, creencias y pensamiento";"España";;"Blog";;"nosotros emprendemos viaje hacia Bolonia, Ítaca o lo que sea, están, en cambio, de vuelta. Podríamos, quizá, aprender algo y a lo mejor se nos rebajaba la euforia que a veces nos embarga. La Universidad española está haciendo un gran trabajo cubriendo ciertas demandas pero, a cambio, desatiende cada vez de manera más manifiesta otras. Más allá de la discusión sobre si era o no la Universidad la que debía de ocuparse de lo que se ha ocupado (debate a estas alturas ya absurdo), la cuestión es si, adicionalmente, hemos de aspirar a que la Universidad, en España, se encargue de la enseñanza que";"no"
"Escobar Villarué, Julio; Candanedo, Diana; Palma, Lourdes: Indicadores de percepción social de la ciencia y la tecnología en Panamá 2006. Panamá: Secretaría Nacional de Ciencia, Tecnología e Innovación de la República de Panamá, 2006.";"Escobar Villarué, Julio; Candanedo, Diana; Palma, Lourdes";"Indicadores de percepción social de la ciencia y la tecnología en Panamá 2006";2006;"Primera edición";"No ficción";"Escrito";"Libro";"Ciencias y tecnología";"Panamá";"México y Centroamérica";;;"La edad como variable indica también los tipos de programas que más consume la población. En el caso de los programas de radio, los musicales son los más escuchados por los grupos más jóvenes, entre 18 a 39 años, mientras que los noticieros y programas de debate tienden a ser más consumidos por la gente de 40 años y más.";"no"
"Argemí, Raúl: Siempre la misma música. Sevilla: Algaida, 2006.";"Argemí, Raúl";"Siempre la misma música";2006;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Argentina";"Río de la Plata";"Ficción";;"-No llores, Negro; no vale la pena. Irma se puso como loca, pero no quise que te viera. ¿Para qué? No quise ver cómo te sacaba los ojos con las uñas. ¿Para qué? Si alguna vez te hice mal, ya te cobraste. ¿Qué más querés? ¿Qué más podés querer?";"no"
"Valencia, Pedro-Juan: Eclipse de cuerpo. Valencia: Pre-textos, 2006.";"Valencia, Pedro-Juan";"Eclipse de cuerpo";2006;"Primera edición";"Ficción";"Escrito";"Libro";"Novela";"Colombia";"Caribe continental";"Ficción";;"posesionado de su cuerpo que le crea dificultades para percibir a los demás, sabe que tiene que hacer un esfuerzo y lo hace sin que se note. Esto lo vuelve más seductor. Su naturaleza es avasallante y tiene la mayor facilidad que yo conozco para convencer. Entre todos, es el más táctil, el que más toca, el que más acaricia. De repente está abrazando a mi madre. Dos minutos después carga a mi nieta y conversa con ella como si fueran íntimos amigos. Más tarde lo veo tocándole la cara a Teresa con mucho cariño o acogiendo entre su pecho a uno de sus nietos. Es inagotable.";"no"
"Martínez, Oscar: DÍAS CONTADOS. Buenos Aires: Teatro Vivo, 2007.";"Martínez, Oscar";"DÍAS CONTADOS";2006;"Fecha de estreno";"Ficción";"Escrito";"Libro";"Teatro";"Argentina";"Río de la Plata";"Ficción";;"Ana (al público, sin dramatismo ni solemnidad): Mamá no pudo hacer ese viaje para visitar a Paula, porque antes de que Paula se fuera, emprendió otro viaje. A los tres meses de este episodio, una sucesión de episodios similares le permitieron eludir la decrepitud: lo que más temía. Una vez más, consiguió lo que quería. A mí me hizo feliz reencontrarme con ella antes de que se fuera. Y cada noche, en el escenario, me hace feliz revivir esos días, y compartirlos. Cuando empecé a estudiar teatro, mi maestro decía: ""En el teatro practicamos";"no"
